code,facility_uuid,district_name,Directorate_name,facility_name,facility_type_name,Total User Count,User Login Count,Registration Count,Lab Order Count,Admission Count,Total Department Count,Total Active Department Count,Total Doctor Count,Login Doctor Count,Total Nurse Count,Login Nurse Count
,3110,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Sowripalayam UPHC,UPHC,16,14,3450,424,0,52,10,4,4,2,0
,3111,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Telungupalayam UPHC,UPHC,16,14,80,250,0,52,6,4,4,2,0
,3112,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Uppilipalayam UPHC,UPHC,16,14,226,612,0,52,8,4,4,2,0
,3113,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vysial Street UPHC,UPHC,1,1,30,0,0,13,1,0,0,0,0
,3114,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Singanallur UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3115,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH), Ganapathima nagar UPHC,UPHC,1,1,28,0,0,13,2,0,0,0,0
,3116,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH), Vilankurichi UPHC,UPHC,16,14,23796,1450,0,52,8,4,4,2,0
,3117,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Neelikonampalayam UPHC,UPHC,16,14,668,1246,0,52,10,4,4,2,0
,3118,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Thondamuthur UPHC,UPHC,16,14,82,76,0,52,8,4,4,2,0
,3119,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH), Kalveeranpalayam UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3120,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Thudiyalur UPHC,UPHC,16,14,122,232,0,52,6,4,4,2,0
,3122,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vellakinar UPHC,UPHC,16,14,0,0,0,52,2,4,2,2,0
,3123,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Goundanpalayam UPHC,UPHC,16,14,4,2,0,52,4,4,2,2,0
,3124,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Vadugapalayam UPHC,UPHC,16,14,206,244,0,52,8,4,4,2,0
,3125,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Kamatchi Nagar UPHC,UPHC,16,14,138,100,0,52,6,4,2,2,0
,3126,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Valparai UPHC,UPHC,16,14,92,192,0,52,6,4,4,2,0
,3127,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Cuddalore OT UPHC,UPHC,16,14,0,0,0,52,4,4,2,2,0
,3128,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Pudupalayam UPHC,UPHC,16,14,8,10,0,52,4,4,4,2,0
,3129,Cuddalore,Directorate Of Public Health And Preventive Medicine(DPH),Thirupapuliyur UPHC,UPHC,16,14,0,0,0,52,6,4,4,2,0
,3130,Dindigul,Directorate Of Public Health And Preventive Medicine(DPH),Kamala Nehru UPHC,UPHC,16,14,6612,1522,0,52,8,4,4,2,0
,3131,Dindigul,Directorate Of Public Health And Preventive Medicine(DPH),Marianathapuram UPHC,UPHC,16,14,29654,2140,0,52,8,4,4,2,0
,3132,Dindigul,Directorate Of Public Health And Preventive Medicine(DPH),Savariyarpalayam UPHC,UPHC,1,1,4761,72,0,13,7,0,0,0,0
,3133,Dindigul,Directorate Of Public Health And Preventive Medicine(DPH),Palani Road UPHC,UPHC,16,14,2412,1886,0,52,8,4,4,2,0
,3134,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Agathiar UPHC,UPHC,16,14,214,400,0,52,6,4,4,2,0
,3135,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Rajajipuram UPHC,UPHC,16,14,210,248,0,52,6,4,4,2,0
,3136,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Gandhiji Road UPHC,UPHC,16,14,100,384,0,52,8,4,4,2,0
,3137,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Karungalpalayam UPHC,UPHC,16,14,48,88,0,52,6,4,2,2,0
,3138,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Nethaji Road UPHC,UPHC,16,14,192,680,0,52,6,4,2,2,0
,3139,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Surampatti UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3140,Erode,Directorate Of Public Health And Preventive Medicine(DPH), BP Agraharam UPHC,UPHC,1,1,1652,31,0,13,3,0,0,0,0
,3141,Erode,Directorate Of Public Health And Preventive Medicine(DPH), Periyasemur UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3142,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Suriyampalayam UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3143,Erode,Directorate Of Public Health And Preventive Medicine(DPH),Veerappanchatiram UPHC,UPHC,1,1,28,1,0,13,1,0,0,0,0
,3144,Kallakurichi,Directorate Of Public Health And Preventive Medicine(DPH),Kallakurichi UPHC ,UPHC,1,1,284,39,0,13,2,0,2,0,0
,3145,Kancheepuram,Directorate Of Public Health And Preventive Medicine(DPH), Sevilimedu UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3146,Kancheepuram,Directorate Of Public Health And Preventive Medicine(DPH),Panjupettai UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3147,Kancheepuram,Directorate Of Public Health And Preventive Medicine(DPH),Pillayarpalayam UPHC,UPHC,16,14,0,0,0,52,6,4,2,2,0
,3148,Kancheepuram,Directorate Of Public Health And Preventive Medicine(DPH),Chinna Kancheepuram UPHC,UPHC,16,14,2,0,0,52,8,4,4,2,0
,3149,Kancheepuram,Directorate Of Public Health And Preventive Medicine(DPH),Nathampettai UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3150,Kanyakumari,Directorate Of Public Health And Preventive Medicine(DPH), Vattavilai UHPC,UPHC,16,14,124,100,0,52,6,4,4,2,0
,3151,Kanyakumari,Directorate Of Public Health And Preventive Medicine(DPH), Krishnankovi UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3152,Kanyakumari,Directorate Of Public Health And Preventive Medicine(DPH),Vadiveesvaram UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3153,Kanyakumari,Directorate Of Public Health And Preventive Medicine(DPH),Vadassery UHPC,UPHC,16,14,170,226,0,52,6,4,4,2,0
,3154,Kanyakumari,Directorate Of Public Health And Preventive Medicine(DPH),Thollavilai UHPC,UPHC,16,14,400,708,0,52,4,4,4,2,0
,3155,Karur,Directorate Of Public Health And Preventive Medicine(DPH),Karur  UHPC,UPHC,1,1,5765,93,0,13,4,0,0,0,0
,3156,Karur,Directorate Of Public Health And Preventive Medicine(DPH),Azad Road UPHC,UPHC,1,1,1,0,0,13,1,0,0,0,0
,3157,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Mookandapalli UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3158,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Appavu Nagar UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3159,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH), Seetharam Nagar UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3160,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Avalapalli UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3161,Krishnagiri,Directorate Of Public Health And Preventive Medicine(DPH),Krishnagiri UPHC ,UPHC,16,14,1408,5112,0,52,10,4,4,2,0
,3162,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Aruldosspuram UPHC,UPHC,1,1,746,43,0,13,3,0,0,0,0
,3163,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Sellur UPHC,UPHC,16,14,764,972,0,52,8,4,4,2,0
,3164,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Narimedu UPHC,UPHC,16,14,2366,352,0,52,8,4,4,2,0
,3165,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),B.B.Kulam UPHC,UPHC,16,14,460,784,0,52,8,4,4,2,0
,3166,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),K.Pudu UPHC,UPHC,16,14,994,2848,0,52,8,4,4,2,0
,3167,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Sathamangalam UPHC,UPHC,16,14,2200,1864,0,52,8,4,4,2,0
,3168,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Munichalai UPHC,UPHC,16,14,4186,3532,0,52,8,4,4,2,0
,3169,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Balarangapuram UPHC,UPHC,16,14,1950,6504,0,52,8,4,2,2,0
,3170,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Anupanadi UPHC,UPHC,1,1,2573,24,0,13,4,0,0,0,0
,3171,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Villapuram UPHC,UPHC,16,14,4132,1142,0,52,8,4,4,2,0
,3172,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),MK Puram UPHC,UPHC,16,14,448,770,0,52,6,4,4,2,0
,3173,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Bykara UPHC,UPHC,16,14,3632,1232,0,52,8,4,4,2,0
,3174,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Fatima nagar UPHC,UPHC,16,14,1248,4006,0,52,8,4,4,2,0
,3175,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thideer nagar UPHC ,UPHC,1,1,1200,23,0,13,3,0,0,0,0
,3176,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Ansarinagar UPHC ,UPHC,16,14,1134,1816,0,52,8,4,2,2,0
,3177,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Puthuthoppu UPHC ,UPHC,16,14,712,978,0,52,6,4,4,2,0
,3178,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Annathoppu UPHC ,UPHC,16,14,1072,1138,0,52,8,4,4,2,0
,3179,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Subramaniapuram UPHC,UPHC,16,14,462,630,0,52,8,4,4,2,0
,3180,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Therkuvasal UPHC,UPHC,16,14,540,552,0,52,6,4,4,2,0
,3181,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Kodikulam UPHC,UPHC,16,14,3306,728,0,52,8,4,4,2,0
,3182,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Vandiyur UPHC,UPHC,16,14,1350,432,0,52,8,4,4,2,0
,3183,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Chinthamani UPHC,UPHC,1,1,1437,5,0,13,3,0,0,0,0
,3184,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thirunagar UPHC,UPHC,16,14,2510,1100,0,52,8,4,4,2,0
,3185,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Virattipathu UPHC,UPHC,16,14,3102,1170,0,52,8,4,4,2,0
,3186,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thirupalai UPHC,UPHC,16,14,1280,2484,0,52,8,4,4,2,0
,3187,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Masthanpatti UPHC,UPHC,16,14,3916,436,0,52,10,4,4,2,0
,3188,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Thiruparangundram UPHC,UPHC,1,1,258,0,0,13,2,0,0,0,0
,3189,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Anaiyur UPHC ,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3190,Madurai,Directorate Of Public Health And Preventive Medicine(DPH),Avaniyapuram UPHC ,UPHC,16,14,3734,340,0,52,6,4,4,2,0
,3191,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Mayiladuthurai UPHC ,UPHC,16,14,126,132,0,52,4,4,4,2,0
,3192,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH), Nagore UHPC,UPHC,16,14,32,28,0,52,6,4,4,2,0
,3193,Nagapattinam,Directorate Of Public Health And Preventive Medicine(DPH),Nagapattinam UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3194,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Thiruchengode UPHC ,UPHC,1,1,1062,5,0,13,3,0,0,0,0
,3195,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Seetharamapalayam UPHC ,UPHC,1,1,3966,114,0,13,3,0,0,0,0
,3196,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Mudalaipatti UPHC,UPHC,16,14,38,0,0,52,6,4,2,2,0
,3197,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH), Marakkalkaadu UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3198,Namakkal,Directorate Of Public Health And Preventive Medicine(DPH),Rasipuram UPHC ,UPHC,16,14,4,0,0,52,6,4,2,2,0
,3199,Perambalur,Directorate Of Public Health And Preventive Medicine(DPH),Perambalur UPHC ,UPHC,16,14,298,744,0,52,8,4,4,2,0
,3200,Pudukkottai,Directorate Of Public Health And Preventive Medicine(DPH),Kamarajapuram UPHC,UPHC,16,14,386,430,0,52,10,4,4,2,0
,3201,Ramanathapuram,Directorate Of Public Health And Preventive Medicine(DPH),Bharathiyar Park UPHC,UPHC,16,14,1022,642,0,52,8,4,4,2,0
,3202,Ranipet,Directorate Of Public Health And Preventive Medicine(DPH),Arcot UPHC ,UPHC,1,1,60,19,0,13,2,0,2,0,0
,3203,Ranipet,Directorate Of Public Health And Preventive Medicine(DPH),Arakkonam UPHC ,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3204,Salem,Directorate Of Public Health And Preventive Medicine(DPH), Arisipalayam UPHC,UPHC,1,1,2809,401,0,13,3,0,2,0,0
,3205,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Kumarasamipatti UPHC,UPHC,1,1,5717,41,0,13,2,0,0,0,0
,3206,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Ponnampet UPHC,UPHC,1,1,8299,39,0,13,3,0,0,0,0
,3207,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Ammapet UPHC,UPHC,16,14,18644,256,0,52,8,4,4,2,0
,3208,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Kitchipalayam UPHC,UPHC,1,1,406,625,0,13,2,0,2,0,0
,3209,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Shevvapet UPHC,UPHC,1,1,6205,19,0,13,4,0,0,0,0
,3210,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Dadagapatty UPHC,UPHC,2,2,17604,1300,0,52,10,0,8,0,0
,3211,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Subramaniya Nagar UPHC,UPHC,1,1,3389,194,0,13,4,0,2,0,0
,3212,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Gugai UPHC,UPHC,1,1,11113,136,0,13,3,0,1,0,0
,3213,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Karungalpatti UPHC,UPHC,1,1,8794,145,0,13,3,0,1,0,0
,3214,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Anna Hospital UPHC,UPHC,1,1,8834,2852,0,13,49,0,0,0,0
,3215,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Reddiyoor UPHC,UPHC,1,1,6746,77,0,13,4,0,0,0,0
,3216,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Old Sooramangalam UPHC,UPHC,1,1,5768,72,0,13,3,0,0,0,0
,3217,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Annadhanapatty UPHC,UPHC,1,1,608,184,0,13,3,0,2,0,0
,3218,Salem,Directorate Of Public Health And Preventive Medicine(DPH),Pallapatty UPHC,UPHC,1,1,3168,6,0,13,3,0,0,0,0
,3219,Sivagangai,Directorate Of Public Health And Preventive Medicine(DPH), Senjai UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3220,Sivagangai,Directorate Of Public Health And Preventive Medicine(DPH),Muthupattinam UPHC,UPHC,1,1,14,1,0,13,2,0,1,0,0
,3221,Tenkasi,Directorate Of Public Health And Preventive Medicine(DPH),Melakadayanallur UPHC ,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3222,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Krishnapuram UPHC ,UPHC,16,14,310,292,0,52,8,4,4,2,0
,3223,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Tenkasi UPHC ,UPHC,16,14,524,814,0,52,6,4,4,2,0
,3224,Tenkasi,Directorate Of Public Health And Preventive Medicine(DPH),Sankarankovil UPHC ,UPHC,1,1,0,0,0,13,0,0,0,0,0
UPHC140,3225,Tenkasi,Directorate Of Public Health And Preventive Medicine(DPH),Puliangudi UPHC ,UPHC,1,1,6,0,0,13,2,0,0,0,0
,3226,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Kamaraj Road UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3227,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Melakauveri UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3228,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Kumbeswaran South UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3229,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Pattukkottai UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3230,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Karanthai UHPC,UPHC,1,1,255,540,0,13,2,0,1,0,0
,3231,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Srinivasapuram UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3232,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Maharnombuchavadi UHPC,UPHC,1,1,172,238,0,13,4,0,1,0,0
,3233,Thanjavur,Directorate Of Public Health And Preventive Medicine(DPH),Kallukulam UPHC,UPHC,1,1,186,352,0,13,3,0,1,0,0
,3234,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Udhagamandalam UPHC,UPHC,1,1,352,9,0,13,2,0,0,0,0
,3235,TheNilgiris,Directorate Of Public Health And Preventive Medicine(DPH),Gudalur(N) UPHC,UPHC,16,14,2000,216,0,52,10,4,4,2,0
,3236,Theni,Directorate Of Public Health And Preventive Medicine(DPH),Theni UPHC,UPHC,1,1,31,14,0,13,2,0,1,0,0
,3237,Theni,Directorate Of Public Health And Preventive Medicine(DPH),Bodinayakkanur UPHC,UPHC,16,14,1224,7122,0,52,8,4,4,2,0
,3238,Theni,Directorate Of Public Health And Preventive Medicine(DPH),Cumbum UPHC ,UPHC,2,2,55,23,0,13,2,0,1,0,0
,3239,Tiruvallur,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvallur UPHC ,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3240,Tiruvallur,Directorate Of Public Health And Preventive Medicine(DPH),Thiruverkadu UPHC ,UPHC,1,1,21,0,0,13,1,0,0,0,0
,3241,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH), Fathima Nagar UPHC,UPHC,1,1,1596,17,0,13,2,0,1,0,0
,3242,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH), Tharuvai Road UPHC,UPHC,1,1,1302,2573,0,13,4,0,2,0,0
,3243,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH), Therespuram  UPHC,UPHC,1,1,207,0,0,13,4,0,1,0,0
,3244,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH), P&T colony UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3245,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH),Ganesh Nagar UPHC,UPHC,1,1,630,31,0,13,4,0,1,0,0
,3246,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH),Lourdammalpuram UPHC,UPHC,1,1,566,284,0,13,2,0,1,0,0
,3247,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH), Mullaikadu UPHC,UPHC,1,1,590,60,0,13,2,0,1,0,0
,3248,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH),Oorani Street UPHC ,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3249,Thoothukudi,Directorate Of Public Health And Preventive Medicine(DPH),Sriram Nagar UPHC ,UPHC,1,1,392,918,0,13,2,0,1,0,0
,3250,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Pettai UPHC ,UPHC,1,1,326,4,0,13,2,0,1,0,0
,3251,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Palayapettai UPHC ,UPHC,16,14,430,0,0,52,6,4,4,2,0
,3252,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Pattapathu UPHC ,UPHC,1,1,80,87,0,13,2,0,1,0,0
,3253,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),MV Puram UPHC ,UPHC,1,1,324,99,0,13,3,0,2,0,0
,3254,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Kokkirakulam UPHC ,UPHC,16,14,7098,678,0,52,8,4,2,2,0
,3255,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Samathanapuram UPHC ,UPHC,16,14,496,1300,0,52,6,4,4,2,0
,3256,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Perumalpuram UPHC ,UPHC,16,14,7536,444,0,52,8,4,4,2,0
,3257,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Melapalayam UPHC ,UPHC,16,14,468,1412,0,52,8,4,4,2,0
,3258,Tirunelveli,Directorate Of Public Health And Preventive Medicine(DPH),Palayamkottai UPHC ,UPHC,1,1,3897,54,0,13,2,0,2,0,0
,3259,Tirupattur,Directorate Of Public Health And Preventive Medicine(DPH),Gudiyatham UPHC ,UPHC,1,1,662,2472,0,13,2,0,2,0,0
,3260,Tirupattur,Directorate Of Public Health And Preventive Medicine(DPH),Nellorpettai UPHC ,UPHC,1,1,183,2,0,13,2,0,1,0,0
,3261,Tirupattur,Directorate Of Public Health And Preventive Medicine(DPH),Vaniyambadi UPHC ,UPHC,1,1,426,0,0,13,2,0,2,0,0
,3262,Tirupattur,Directorate Of Public Health And Preventive Medicine(DPH),Newtown UPHC,UPHC,1,1,94,1,0,13,3,0,0,0,0
,3263,Tirupattur,Directorate Of Public Health And Preventive Medicine(DPH),Tirupattur UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3264,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Nesavalar UPHC ,UPHC,16,14,482,2,0,52,6,4,2,2,0
,3265,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),KVR Nagar UPHC ,UPHC,16,14,16,10,0,52,6,4,4,2,0
,3266,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),TSK Colony UPHC ,UPHC,16,14,158,130,0,52,10,4,4,2,0
,3267,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Old Market Road UPHC ,UPHC,1,1,1,0,0,13,1,0,0,0,0
,3268,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Mettupalayam UPHC ,UPHC,16,14,206,46,0,52,10,4,4,2,0
,3269,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),LRGR UPHC ,UPHC,16,14,130,116,0,52,8,4,4,2,0
,3270,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Soosaiyapuram UPHC ,UPHC,16,14,4696,86,0,52,8,4,4,2,0
,3271,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Neruparichal UPHC ,UPHC,16,14,270,632,0,52,8,4,4,2,0
,3272,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Guruvayurappan Nagar UPHC ,UPHC,16,14,38,30,0,52,8,4,2,2,0
,3273,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),T. Mannarai UPHC ,UPHC,16,14,30,20,0,52,6,4,4,2,0
,3274,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Periyandipalayam UPHC,UPHC,16,14,124,306,0,52,6,4,4,2,0
,3275,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Veerapandi UPHC ,UPHC,16,14,0,0,0,52,6,4,2,2,0
,3276,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Sundamedu UPHC ,UPHC,16,14,214,340,0,52,6,4,4,2,0
,3277,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Kovilvazhi UPHC ,UPHC,16,14,0,0,0,52,6,4,2,2,0
,3278,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Anna Nesavalar Colony UPHC ,UPHC,16,14,262,868,0,52,4,4,4,2,0
,3279,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),15 Velampalayam UPHC ,UPHC,16,14,1542,134,0,52,12,4,4,2,0
,3280,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Nallur UPHC ,UPHC,16,14,126,134,0,52,6,4,4,2,0
,3281,Tiruppur,Directorate Of Public Health And Preventive Medicine(DPH),Dharapuram UPHC ,UPHC,16,14,3186,52,0,52,12,4,4,2,0
